"Borough","Hour","Date","Cars_And_Taxis","Motorbikes","Buses_and_Coaches","LGVs","HGVs","All_Vehicles"
"Waltham Forest","07:00:00","2019-10-01",526,9,21,100,4,660
"Brent","08:00:00","2019-10-01",68,0,0,8,0,76
"Hillingdon","08:00:00","2019-10-01",278,5,3,79,13,378
"Hounslow","08:00:00","2019-10-01",236,5,0,27,1,269
"Lewisham","08:00:00","2019-10-01",48,0,1,4,0,53
"Merton","08:00:00","2019-10-01",288,7,0,37,3,335
"Newham","08:00:00","2019-10-01",102,1,13,17,1,134
"Tower Hamlets","08:00:00","2019-10-01",606,22,49,117,24,818
"Waltham Forest","08:00:00","2019-10-01",627,4,23,83,9,746
"Brent","09:00:00","2019-10-01",24,0,0,5,0,29
"Hillingdon","09:00:00","2019-10-01",201,4,7,101,18,331
"Hounslow","09:00:00","2019-10-01",96,2,0,14,2,114
"Lewisham","09:00:00","2019-10-01",31,0,2,6,2,41
"Merton","09:00:00","2019-10-01",245,6,0,43,0,294
"Newham","09:00:00","2019-10-01",55,0,13,21,1,90
"Tower Hamlets","09:00:00","2019-10-01",446,14,70,149,21,700
"Waltham Forest","09:00:00","2019-10-01",482,4,22,106,13,627
"Brent","10:00:00","2019-10-01",27,0,0,4,0,31
"Hillingdon","10:00:00","2019-10-01",131,1,6,89,8,235
"Hounslow","10:00:00","2019-10-01",80,3,0,14,5,102
"Lewisham","10:00:00","2019-10-01",12,1,0,10,1,24
"Merton","10:00:00","2019-10-01",157,8,0,37,0,202
"Newham","10:00:00","2019-10-01",37,1,13,18,1,70
"Tower Hamlets","10:00:00","2019-10-01",400,19,61,130,17,627
"Waltham Forest","10:00:00","2019-10-01",422,5,23,85,9,544
"Brent","11:00:00","2019-10-01",26,0,0,2,1,29
"Hillingdon","11:00:00","2019-10-01",141,0,10,103,16,270
"Hounslow","11:00:00","2019-10-01",73,3,0,10,9,95
"Lewisham","11:00:00","2019-10-01",22,2,0,9,0,33
"Merton","11:00:00","2019-10-01",125,3,0,37,3,168
"Newham","11:00:00","2019-10-01",44,0,14,18,0,76
"Tower Hamlets","11:00:00","2019-10-01",518,31,59,167,20,795
"Waltham Forest","11:00:00","2019-10-01",404,3,22,87,9,525
"Brent","12:00:00","2019-10-01",27,0,0,2,0,29
"Hillingdon","12:00:00","2019-10-01",189,1,8,88,14,300
"Hounslow","12:00:00","2019-10-01",70,5,0,16,4,95
"Lewisham","12:00:00","2019-10-01",18,2,0,6,1,27
"Merton","12:00:00","2019-10-01",151,21,0,31,5,208
"Newham","12:00:00","2019-10-01",44,0,12,8,1,65
"Tower Hamlets","12:00:00","2019-10-01",482,27,50,162,16,737
"Waltham Forest","12:00:00","2019-10-01",385,4,22,97,3,511
"Brent","13:00:00","2019-10-01",26,0,0,1,0,27
"Hillingdon","13:00:00","2019-10-01",287,3,11,88,16,405
"Hounslow","13:00:00","2019-10-01",93,9,0,13,0,115
"Lewisham","13:00:00","2019-10-01",24,1,0,5,1,31
"Merton","13:00:00","2019-10-01",118,11,0,39,0,168
"Newham","13:00:00","2019-10-01",48,1,13,18,0,80
"Tower Hamlets","13:00:00","2019-10-01",535,28,44,134,15,756
"Waltham Forest","13:00:00","2019-10-01",402,10,19,100,3,534
"Brent","14:00:00","2019-10-01",21,0,0,1,0,22
"Hillingdon","14:00:00","2019-10-01",293,3,10,92,18,416
"Hounslow","14:00:00","2019-10-01",96,4,0,18,1,119
"Lewisham","14:00:00","2019-10-01",27,1,0,9,1,38
"Merton","14:00:00","2019-10-01",148,11,1,37,3,200
"Newham","14:00:00","2019-10-01",38,1,12,9,0,60
"Tower Hamlets","14:00:00","2019-10-01",565,46,70,146,17,844
"Waltham Forest","14:00:00","2019-10-01",438,5,26,83,7,559
"Brent","15:00:00","2019-10-01",48,2,0,4,1,55
"Hillingdon","15:00:00","2019-10-01",377,3,10,92,13,495
"Hounslow","15:00:00","2019-10-01",120,7,0,16,2,145
"Lewisham","15:00:00","2019-10-01",46,2,2,4,0,54
"Merton","15:00:00","2019-10-01",221,4,0,38,1,264
"Newham","15:00:00","2019-10-01",74,1,13,26,1,115
"Tower Hamlets","15:00:00","2019-10-01",601,37,57,135,17,847
"Waltham Forest","15:00:00","2019-10-01",541,7,30,95,5,678
"Brent","16:00:00","2019-10-01",55,0,0,6,2,63
"Hillingdon","16:00:00","2019-10-01",351,14,8,52,14,439
"Hounslow","16:00:00","2019-10-01",148,2,0,20,0,170
"Lewisham","16:00:00","2019-10-01",24,2,2,9,0,37
"Merton","16:00:00","2019-10-01",246,12,0,33,0,291
"Newham","16:00:00","2019-10-01",63,2,12,19,0,96
"Tower Hamlets","16:00:00","2019-10-01",695,34,53,130,12,924
"Waltham Forest","16:00:00","2019-10-01",545,8,26,73,1,653
"Brent","17:00:00","2019-10-01",40,0,0,2,2,44
"Hillingdon","17:00:00","2019-10-01",352,4,3,46,8,413
"Hounslow","17:00:00","2019-10-01",152,2,0,14,1,169
"Lewisham","17:00:00","2019-10-01",30,1,0,3,0,34
"Merton","17:00:00","2019-10-01",315,19,0,35,1,370
"Newham","17:00:00","2019-10-01",53,0,12,16,0,81
"Tower Hamlets","17:00:00","2019-10-01",738,39,63,95,5,940
"Waltham Forest","17:00:00","2019-10-01",645,9,20,85,1,760
"Brent","18:00:00","2019-10-01",37,3,0,4,0,44
"Hillingdon","18:00:00","2019-10-01",280,9,11,40,1,341
"Hounslow","18:00:00","2019-10-01",157,4,0,10,3,174
"Lewisham","18:00:00","2019-10-01",39,4,0,4,0,47
"Merton","18:00:00","2019-10-01",285,22,0,18,0,325
"Newham","18:00:00","2019-10-01",45,0,11,14,0,70
"Tower Hamlets","18:00:00","2019-10-01",806,42,55,70,4,977
"Waltham Forest","18:00:00","2019-10-01",528,7,27,69,1,632
"Bromley","07:00:00","2019-10-02",73,0,0,10,0,83
"Ealing","07:00:00","2019-10-02",10,0,0,1,0,11
"Havering","07:00:00","2019-10-02",2545,107,35,682,88,3457
"Islington","07:00:00","2019-10-02",333,19,43,114,43,552
"Kingston upon Thames","07:00:00","2019-10-02",35,0,2,8,2,47
"Sutton","07:00:00","2019-10-02",875,13,8,211,27,1134
"Tower Hamlets","07:00:00","2019-10-02",362,23,8,193,21,607
"Wandsworth","07:00:00","2019-10-02",39,1,0,8,0,48
"Bromley","08:00:00","2019-10-02",99,0,0,13,0,112
"Ealing","08:00:00","2019-10-02",13,0,0,2,1,16
"Havering","08:00:00","2019-10-02",3004,109,26,600,95,3834
"Islington","08:00:00","2019-10-02",353,21,51,158,44,627
"Kingston upon Thames","08:00:00","2019-10-02",38,4,5,14,1,62
"Sutton","08:00:00","2019-10-02",1108,14,11,192,22,1347
"Tower Hamlets","08:00:00","2019-10-02",481,24,10,209,18,742
"Wandsworth","08:00:00","2019-10-02",47,3,0,7,0,57
"Bromley","09:00:00","2019-10-02",56,0,0,6,1,63
"Ealing","09:00:00","2019-10-02",4,0,0,4,0,8
"Havering","09:00:00","2019-10-02",2376,69,27,469,98,3039
"Islington","09:00:00","2019-10-02",311,26,34,168,52,591
"Kingston upon Thames","09:00:00","2019-10-02",46,3,7,9,3,68
"Sutton","09:00:00","2019-10-02",787,7,13,200,28,1035
"Tower Hamlets","09:00:00","2019-10-02",477,11,11,175,12,686
"Wandsworth","09:00:00","2019-10-02",45,0,0,8,0,53
"Bromley","10:00:00","2019-10-02",70,0,0,14,2,86
"Ealing","10:00:00","2019-10-02",11,0,0,3,0,14
"Havering","10:00:00","2019-10-02",2195,30,33,544,134,2936
"Islington","10:00:00","2019-10-02",328,26,50,154,64,622
"Kingston upon Thames","10:00:00","2019-10-02",31,1,4,8,4,48
"Sutton","10:00:00","2019-10-02",665,11,9,149,23,857
"Tower Hamlets","10:00:00","2019-10-02",503,17,10,226,15,771
"Wandsworth","10:00:00","2019-10-02",45,0,0,5,0,50
"Bromley","11:00:00","2019-10-02",58,0,0,12,0,70
"Ealing","11:00:00","2019-10-02",7,0,0,5,0,12
"Havering","11:00:00","2019-10-02",2175,28,26,533,122,2884
"Islington","11:00:00","2019-10-02",367,24,50,176,48,665
"Kingston upon Thames","11:00:00","2019-10-02",23,3,6,9,2,43
"Sutton","11:00:00","2019-10-02",803,17,9,174,48,1051
"Tower Hamlets","11:00:00","2019-10-02",479,19,10,175,16,699
"Wandsworth","11:00:00","2019-10-02",29,2,0,8,1,40
"Bromley","12:00:00","2019-10-02",63,2,0,14,0,79
"Ealing","12:00:00","2019-10-02",13,0,0,7,0,20
"Havering","12:00:00","2019-10-02",2292,40,25,522,85,2964
"Islington","12:00:00","2019-10-02",294,33,37,166,37,567
"Kingston upon Thames","12:00:00","2019-10-02",34,5,4,19,1,63
"Sutton","12:00:00","2019-10-02",786,11,6,164,42,1009
"Tower Hamlets","12:00:00","2019-10-02",473,18,8,163,14,676
"Wandsworth","12:00:00","2019-10-02",32,1,0,7,1,41
"Bromley","13:00:00","2019-10-02",59,0,0,10,1,70
"Ealing","13:00:00","2019-10-02",13,0,0,6,0,19
"Havering","13:00:00","2019-10-02",2485,32,30,506,104,3157
"Islington","13:00:00","2019-10-02",379,52,47,121,37,636
"Kingston upon Thames","13:00:00","2019-10-02",39,6,4,8,0,57
"Sutton","13:00:00","2019-10-02",761,21,11,180,34,1007
"Tower Hamlets","13:00:00","2019-10-02",473,16,9,159,12,669
"Wandsworth","13:00:00","2019-10-02",31,1,0,7,1,40
"Bromley","14:00:00","2019-10-02",55,0,0,7,1,63
"Ealing","14:00:00","2019-10-02",11,0,0,2,0,13
"Havering","14:00:00","2019-10-02",2467,33,23,551,113,3187
"Islington","14:00:00","2019-10-02",395,60,50,169,51,725
"Kingston upon Thames","14:00:00","2019-10-02",38,5,5,16,3,67
"Sutton","14:00:00","2019-10-02",779,10,8,182,26,1005
"Tower Hamlets","14:00:00","2019-10-02",531,17,7,171,16,742
"Wandsworth","14:00:00","2019-10-02",25,1,0,8,0,34
"Bromley","15:00:00","2019-10-02",70,2,0,7,0,79
"Ealing","15:00:00","2019-10-02",10,0,0,1,0,11
"Havering","15:00:00","2019-10-02",2768,33,23,550,91,3465
"Islington","15:00:00","2019-10-02",389,48,40,188,31,696
"Kingston upon Thames","15:00:00","2019-10-02",50,11,6,8,0,75
"Sutton","15:00:00","2019-10-02",990,14,7,174,33,1218
"Tower Hamlets","15:00:00","2019-10-02",527,15,9,149,11,711
"Wandsworth","15:00:00","2019-10-02",30,2,0,10,0,42
"Bromley","16:00:00","2019-10-02",69,0,0,12,0,81
"Ealing","16:00:00","2019-10-02",9,0,0,3,0,12
"Havering","16:00:00","2019-10-02",2941,47,32,565,89,3674
"Islington","16:00:00","2019-10-02",462,104,46,181,43,836
"Kingston upon Thames","16:00:00","2019-10-02",39,6,5,7,0,57
"Sutton","16:00:00","2019-10-02",935,17,9,186,34,1181
"Tower Hamlets","16:00:00","2019-10-02",603,24,10,162,13,812
"Wandsworth","16:00:00","2019-10-02",48,3,0,6,4,61
"Bromley","17:00:00","2019-10-02",55,2,0,15,0,72
"Ealing","17:00:00","2019-10-02",19,0,0,4,0,23
"Havering","17:00:00","2019-10-02",3015,94,25,484,73,3691
"Islington","17:00:00","2019-10-02",488,111,48,139,28,814
"Kingston upon Thames","17:00:00","2019-10-02",72,5,2,1,4,84
"Sutton","17:00:00","2019-10-02",1116,27,9,173,8,1333
"Tower Hamlets","17:00:00","2019-10-02",614,33,6,129,5,787
"Wandsworth","17:00:00","2019-10-02",59,4,0,8,0,71
"Bromley","18:00:00","2019-10-02",57,1,0,7,0,65
"Ealing","18:00:00","2019-10-02",8,0,0,2,0,10
"Havering","18:00:00","2019-10-02",2906,104,24,430,61,3525
"Islington","18:00:00","2019-10-02",434,132,49,107,32,754
"Kingston upon Thames","18:00:00","2019-10-02",71,9,4,4,1,89
"Sutton","18:00:00","2019-10-02",1081,24,9,144,5,1263
"Tower Hamlets","18:00:00","2019-10-02",667,24,9,71,5,776
"Wandsworth","18:00:00","2019-10-02",51,1,0,3,0,55
"Bexley","07:00:00","2019-10-03",498,7,38,115,7,665
"Bromley","07:00:00","2019-10-03",683,11,7,149,11,861
"City of London","07:00:00","2019-10-03",245,45,57,137,28,512
"Croydon","07:00:00","2019-10-03",97,0,2,12,3,114
"Enfield","07:00:00","2019-10-03",1554,12,13,491,56,2126
"Hammersmith and Fulham","07:00:00","2019-10-03",367,15,64,109,9,564
"Havering","07:00:00","2019-10-03",603,4,6,156,9,778
"Hounslow","07:00:00","2019-10-03",57,0,2,8,3,70
"Kensington and Chelsea","07:00:00","2019-10-03",59,3,24,19,7,112
"Richmond upon Thames","07:00:00","2019-10-03",88,1,0,12,0,101
"Sutton","07:00:00","2019-10-03",22,0,0,4,0,26
"Wandsworth","07:00:00","2019-10-03",42,0,0,11,0,53
"Bexley","08:00:00","2019-10-03",776,9,48,101,7,941
"Bromley","08:00:00","2019-10-03",743,10,5,131,17,906
"City of London","08:00:00","2019-10-03",323,50,64,135,22,594
"Croydon","08:00:00","2019-10-03",158,2,0,11,4,175
"Enfield","08:00:00","2019-10-03",1143,7,21,229,30,1430
"Hammersmith and Fulham","08:00:00","2019-10-03",491,20,72,117,8,708
"Havering","08:00:00","2019-10-03",839,3,2,104,13,961
"Hounslow","08:00:00","2019-10-03",138,0,2,14,2,156
"Kensington and Chelsea","08:00:00","2019-10-03",108,4,24,23,5,164
"Richmond upon Thames","08:00:00","2019-10-03",138,0,0,13,2,153
"Sutton","08:00:00","2019-10-03",21,0,0,2,0,23
"Wandsworth","08:00:00","2019-10-03",68,4,0,14,0,86
"Bexley","09:00:00","2019-10-03",468,11,48,85,16,628
"Bromley","09:00:00","2019-10-03",664,6,7,157,19,853
"City of London","09:00:00","2019-10-03",342,39,61,169,31,642
"Croydon","09:00:00","2019-10-03",101,1,0,14,4,120
"Enfield","09:00:00","2019-10-03",1155,7,17,277,46,1502
"Hammersmith and Fulham","09:00:00","2019-10-03",422,19,83,109,11,644
"Havering","09:00:00","2019-10-03",663,5,6,141,16,831
"Hounslow","09:00:00","2019-10-03",72,0,3,17,3,95
"Kensington and Chelsea","09:00:00","2019-10-03",106,5,25,24,17,177
"Richmond upon Thames","09:00:00","2019-10-03",72,1,0,15,4,92
"Sutton","09:00:00","2019-10-03",18,0,0,0,0,18
"Wandsworth","09:00:00","2019-10-03",64,1,0,11,2,78
"Bexley","10:00:00","2019-10-03",524,13,47,88,12,684
"Bromley","10:00:00","2019-10-03",565,2,7,130,19,723
"City of London","10:00:00","2019-10-03",341,34,63,162,25,625
"Croydon","10:00:00","2019-10-03",72,0,0,23,1,96
"Enfield","10:00:00","2019-10-03",1000,10,24,215,28,1277
"Hammersmith and Fulham","10:00:00","2019-10-03",412,30,80,116,12,650
"Havering","10:00:00","2019-10-03",631,1,2,94,14,742
"Hounslow","10:00:00","2019-10-03",60,0,2,15,2,79
"Kensington and Chelsea","10:00:00","2019-10-03",88,8,30,29,5,160
"Richmond upon Thames","10:00:00","2019-10-03",41,0,0,7,3,51
"Sutton","10:00:00","2019-10-03",19,0,0,11,0,30
"Wandsworth","10:00:00","2019-10-03",43,3,0,21,2,69
"Bexley","11:00:00","2019-10-03",578,10,47,97,8,740
"Bromley","11:00:00","2019-10-03",531,5,6,149,21,712
"City of London","11:00:00","2019-10-03",298,40,64,162,31,595
"Croydon","11:00:00","2019-10-03",99,0,0,20,2,121
"Enfield","11:00:00","2019-10-03",963,6,20,223,43,1255
"Hammersmith and Fulham","11:00:00","2019-10-03",432,23,66,146,11,678
"Havering","11:00:00","2019-10-03",610,3,3,105,12,733
"Hounslow","11:00:00","2019-10-03",55,0,1,11,5,72
"Kensington and Chelsea","11:00:00","2019-10-03",76,6,31,42,2,157
"Richmond upon Thames","11:00:00","2019-10-03",77,0,0,10,0,87
"Sutton","11:00:00","2019-10-03",16,0,0,0,1,17
"Wandsworth","11:00:00","2019-10-03",47,1,0,17,0,65
"Bexley","12:00:00","2019-10-03",531,9,44,78,4,666
"Bromley","12:00:00","2019-10-03",543,4,8,128,20,703
"City of London","12:00:00","2019-10-03",316,46,65,159,29,615
"Croydon","12:00:00","2019-10-03",105,0,0,17,2,124
"Enfield","12:00:00","2019-10-03",771,8,20,206,35,1040
"Hammersmith and Fulham","12:00:00","2019-10-03",414,45,70,136,12,677
"Havering","12:00:00","2019-10-03",650,6,2,102,12,772
"Hounslow","12:00:00","2019-10-03",47,0,2,14,2,65
"Kensington and Chelsea","12:00:00","2019-10-03",90,10,29,24,5,158
"Richmond upon Thames","12:00:00","2019-10-03",51,1,0,21,2,75
"Sutton","12:00:00","2019-10-03",21,2,0,2,0,25
"Wandsworth","12:00:00","2019-10-03",47,3,0,14,3,67
"Bexley","13:00:00","2019-10-03",556,13,52,89,4,714
"Bromley","13:00:00","2019-10-03",528,2,7,120,14,671
"City of London","13:00:00","2019-10-03",323,62,57,124,28,594
"Croydon","13:00:00","2019-10-03",100,3,0,15,4,122
"Enfield","13:00:00","2019-10-03",799,7,21,221,42,1090
"Hammersmith and Fulham","13:00:00","2019-10-03",433,25,75,159,11,703
"Havering","13:00:00","2019-10-03",648,3,3,103,16,773
"Hounslow","13:00:00","2019-10-03",75,2,2,16,4,99
"Kensington and Chelsea","13:00:00","2019-10-03",87,12,30,42,2,173
"Richmond upon Thames","13:00:00","2019-10-03",55,2,0,14,2,73
"Sutton","13:00:00","2019-10-03",13,0,0,1,0,14
"Wandsworth","13:00:00","2019-10-03",41,4,0,18,3,66
"Bexley","14:00:00","2019-10-03",577,10,44,77,4,712
"Bromley","14:00:00","2019-10-03",645,5,6,120,18,794
"City of London","14:00:00","2019-10-03",344,29,53,129,29,584
"Croydon","14:00:00","2019-10-03",107,1,1,20,4,133
"Enfield","14:00:00","2019-10-03",1031,9,21,252,38,1351
"Hammersmith and Fulham","14:00:00","2019-10-03",479,27,67,172,13,758
"Havering","14:00:00","2019-10-03",702,3,3,125,21,854
"Hounslow","14:00:00","2019-10-03",63,3,1,24,0,91
"Kensington and Chelsea","14:00:00","2019-10-03",96,15,31,24,1,167
"Richmond upon Thames","14:00:00","2019-10-03",72,2,0,10,0,84
"Sutton","14:00:00","2019-10-03",19,0,0,7,0,26
"Wandsworth","14:00:00","2019-10-03",50,4,0,17,0,71
"Bexley","15:00:00","2019-10-03",572,18,48,90,6,734
"Bromley","15:00:00","2019-10-03",727,3,8,123,6,867
"City of London","15:00:00","2019-10-03",359,30,65,140,30,624
"Croydon","15:00:00","2019-10-03",176,1,1,12,2,192
"Enfield","15:00:00","2019-10-03",985,11,12,236,38,1282
"Hammersmith and Fulham","15:00:00","2019-10-03",544,29,64,188,11,836
"Havering","15:00:00","2019-10-03",849,8,6,132,8,1003
"Hounslow","15:00:00","2019-10-03",119,1,2,20,0,142
"Kensington and Chelsea","15:00:00","2019-10-03",115,10,30,23,4,182
"Richmond upon Thames","15:00:00","2019-10-03",95,1,0,17,4,117
"Sutton","15:00:00","2019-10-03",19,0,0,9,0,28
"Wandsworth","15:00:00","2019-10-03",64,2,0,13,2,81
"Bexley","16:00:00","2019-10-03",563,13,44,95,3,718
"Bromley","16:00:00","2019-10-03",753,12,6,118,10,899
"City of London","16:00:00","2019-10-03",391,36,69,136,16,648
"Croydon","16:00:00","2019-10-03",143,6,1,19,0,169
"Enfield","16:00:00","2019-10-03",1260,10,18,274,36,1598
"Hammersmith and Fulham","16:00:00","2019-10-03",534,40,65,189,11,839
"Havering","16:00:00","2019-10-03",760,9,3,116,1,889
"Hounslow","16:00:00","2019-10-03",110,4,2,21,1,138
"Kensington and Chelsea","16:00:00","2019-10-03",110,9,33,20,4,176
"Richmond upon Thames","16:00:00","2019-10-03",161,2,0,19,5,187
"Sutton","16:00:00","2019-10-03",21,0,0,0,0,21
"Wandsworth","16:00:00","2019-10-03",96,2,0,14,0,112
"Bexley","17:00:00","2019-10-03",615,13,46,68,1,743
"Bromley","17:00:00","2019-10-03",759,10,6,91,0,866
"City of London","17:00:00","2019-10-03",354,41,55,93,13,556
"Croydon","17:00:00","2019-10-03",158,6,0,18,1,183
"Enfield","17:00:00","2019-10-03",1316,9,18,205,16,1564
"Hammersmith and Fulham","17:00:00","2019-10-03",525,63,65,126,7,786
"Havering","17:00:00","2019-10-03",885,5,2,141,2,1035
"Hounslow","17:00:00","2019-10-03",102,0,2,21,0,125
"Kensington and Chelsea","17:00:00","2019-10-03",104,16,26,19,2,167
"Richmond upon Thames","17:00:00","2019-10-03",179,1,0,14,0,194
"Sutton","17:00:00","2019-10-03",38,0,0,4,0,42
"Wandsworth","17:00:00","2019-10-03",96,4,0,10,1,111
"Bexley","18:00:00","2019-10-03",579,9,46,60,1,695
"Bromley","18:00:00","2019-10-03",730,12,7,61,3,813
"City of London","18:00:00","2019-10-03",344,50,62,98,15,569
"Croydon","18:00:00","2019-10-03",135,8,0,13,1,157
"Enfield","18:00:00","2019-10-03",1210,6,16,152,10,1394
"Hammersmith and Fulham","18:00:00","2019-10-03",537,43,72,85,1,738
"Havering","18:00:00","2019-10-03",835,14,2,77,8,936
"Hounslow","18:00:00","2019-10-03",107,1,1,9,0,118
"Kensington and Chelsea","18:00:00","2019-10-03",107,12,29,10,0,158
"Richmond upon Thames","18:00:00","2019-10-03",167,1,0,10,0,178
"Sutton","18:00:00","2019-10-03",29,0,0,2,0,31
"Wandsworth","18:00:00","2019-10-03",63,16,0,5,0,84
"Barnet","07:00:00","2019-10-04",634,3,10,161,19,827
"Camden","07:00:00","2019-10-04",50,14,0,48,15,127
"Harrow","07:00:00","2019-10-04",217,0,13,21,1,252
"Hillingdon","07:00:00","2019-10-04",68,2,0,6,0,76
"Hounslow","07:00:00","2019-10-04",8,0,0,2,0,10
"Lambeth","07:00:00","2019-10-04",16,0,0,9,0,25
"Newham","07:00:00","2019-10-04",30,2,0,13,12,57
"Redbridge","07:00:00","2019-10-04",20,0,0,3,0,23
"Barnet","08:00:00","2019-10-04",716,3,10,124,29,882
"Camden","08:00:00","2019-10-04",66,19,1,63,12,161
"Harrow","08:00:00","2019-10-04",385,0,10,28,3,426
"Hillingdon","08:00:00","2019-10-04",151,0,0,13,0,164
"Hounslow","08:00:00","2019-10-04",7,0,0,1,0,8
"Lambeth","08:00:00","2019-10-04",24,2,0,5,0,31
"Newham","08:00:00","2019-10-04",33,0,0,10,5,48
"Redbridge","08:00:00","2019-10-04",39,0,0,3,0,42
"Barnet","09:00:00","2019-10-04",542,5,6,118,28,699
"Bexley","09:00:00","2019-10-04",3882,88,43,1110,498,5621
"Camden","09:00:00","2019-10-04",106,28,0,65,8,207
"Harrow","09:00:00","2019-10-04",221,0,11,28,0,260
"Hillingdon","09:00:00","2019-10-04",81,1,0,8,0,90
"Hounslow","09:00:00","2019-10-04",4,0,0,1,0,5
"Lambeth","09:00:00","2019-10-04",35,1,0,6,0,42
"Newham","09:00:00","2019-10-04",33,3,0,25,7,68
"Redbridge","09:00:00","2019-10-04",23,0,0,2,0,25
"Barnet","10:00:00","2019-10-04",480,9,7,90,30,616
"Bexley","10:00:00","2019-10-04",3486,35,28,1039,455,5043
"Camden","10:00:00","2019-10-04",99,18,0,66,12,195
"Harrow","10:00:00","2019-10-04",148,4,12,20,2,186
"Hillingdon","10:00:00","2019-10-04",56,0,0,4,0,60
"Hounslow","10:00:00","2019-10-04",5,0,0,2,0,7
"Lambeth","10:00:00","2019-10-04",19,0,0,4,1,24
"Newham","10:00:00","2019-10-04",40,2,0,26,5,73
"Redbridge","10:00:00","2019-10-04",14,0,0,3,1,18
"Barnet","11:00:00","2019-10-04",376,5,5,93,27,506
"Bexley","11:00:00","2019-10-04",3544,24,18,1070,449,5105
"Camden","11:00:00","2019-10-04",99,23,0,83,9,214
"Harrow","11:00:00","2019-10-04",159,0,12,32,2,205
"Hillingdon","11:00:00","2019-10-04",72,2,0,9,0,83
"Hounslow","11:00:00","2019-10-04",6,0,0,2,0,8
"Lambeth","11:00:00","2019-10-04",29,0,0,6,0,35
"Newham","11:00:00","2019-10-04",30,9,0,27,8,74
"Redbridge","11:00:00","2019-10-04",15,0,0,1,0,16
"Barnet","12:00:00","2019-10-04",464,3,4,87,17,575
"Bexley","12:00:00","2019-10-04",3648,46,18,1202,478,5392
"Camden","12:00:00","2019-10-04",106,27,0,61,3,197
"Harrow","12:00:00","2019-10-04",175,0,12,22,0,209
"Hillingdon","12:00:00","2019-10-04",52,0,0,13,0,65
"Hounslow","12:00:00","2019-10-04",5,0,0,1,0,6
"Lambeth","12:00:00","2019-10-04",38,0,0,6,0,44
"Newham","12:00:00","2019-10-04",31,3,0,21,9,64
"Redbridge","12:00:00","2019-10-04",16,0,0,2,0,18
"Barnet","13:00:00","2019-10-04",459,5,4,99,11,578
"Bexley","13:00:00","2019-10-04",4017,67,18,1250,458,5810
"Camden","13:00:00","2019-10-04",106,24,0,67,1,198
"Harrow","13:00:00","2019-10-04",171,0,12,22,0,205
"Hillingdon","13:00:00","2019-10-04",55,1,0,10,2,68
"Hounslow","13:00:00","2019-10-04",5,0,0,4,0,9
"Lambeth","13:00:00","2019-10-04",38,0,0,5,0,43
"Newham","13:00:00","2019-10-04",41,4,0,20,7,72
"Redbridge","13:00:00","2019-10-04",22,0,0,2,0,24
"Barnet","14:00:00","2019-10-04",537,2,7,108,20,674
"Bexley","14:00:00","2019-10-04",4433,76,23,1469,442,6443
"Camden","14:00:00","2019-10-04",122,25,0,56,6,209
"Harrow","14:00:00","2019-10-04",230,1,12,24,1,268
"Hillingdon","14:00:00","2019-10-04",71,0,0,8,0,79
"Hounslow","14:00:00","2019-10-04",7,0,0,0,0,7
"Lambeth","14:00:00","2019-10-04",37,1,0,4,0,42
"Newham","14:00:00","2019-10-04",43,7,0,26,6,82
"Redbridge","14:00:00","2019-10-04",26,0,0,4,0,30
"Barnet","15:00:00","2019-10-04",655,1,10,120,18,804
"Camden","15:00:00","2019-10-04",117,24,1,49,2,193
"Harrow","15:00:00","2019-10-04",307,0,12,29,0,348
"Hillingdon","15:00:00","2019-10-04",82,2,0,9,0,93
"Hounslow","15:00:00","2019-10-04",8,0,0,2,0,10
"Lambeth","15:00:00","2019-10-04",30,1,0,9,0,40
"Newham","15:00:00","2019-10-04",38,3,0,14,14,69
"Redbridge","15:00:00","2019-10-04",37,2,0,4,0,43
"Barnet","16:00:00","2019-10-04",614,2,10,84,10,720
"Camden","16:00:00","2019-10-04",106,18,0,44,4,172
"Harrow","16:00:00","2019-10-04",264,0,13,26,0,303
"Hillingdon","16:00:00","2019-10-04",80,2,0,11,0,93
"Hounslow","16:00:00","2019-10-04",6,0,0,0,1,7
"Lambeth","16:00:00","2019-10-04",36,1,0,10,0,47
"Newham","16:00:00","2019-10-04",50,3,0,23,9,85
"Redbridge","16:00:00","2019-10-04",21,0,0,3,0,24
"Barnet","17:00:00","2019-10-04",686,2,10,94,11,803
"Camden","17:00:00","2019-10-04",120,25,0,25,1,171
"Harrow","17:00:00","2019-10-04",216,1,13,21,2,253
"Hillingdon","17:00:00","2019-10-04",74,1,0,6,0,81
"Hounslow","17:00:00","2019-10-04",10,0,0,3,0,13
"Lambeth","17:00:00","2019-10-04",39,0,0,8,0,47
"Newham","17:00:00","2019-10-04",46,2,0,17,3,68
"Redbridge","17:00:00","2019-10-04",21,0,0,0,0,21
"Barnet","18:00:00","2019-10-04",638,5,6,63,5,717
"Camden","18:00:00","2019-10-04",108,23,0,29,1,161
"Harrow","18:00:00","2019-10-04",223,4,12,12,0,251
"Hillingdon","18:00:00","2019-10-04",107,5,0,8,0,120
"Hounslow","18:00:00","2019-10-04",7,1,0,1,0,9
"Lambeth","18:00:00","2019-10-04",35,1,0,7,0,43
"Newham","18:00:00","2019-10-04",26,2,0,7,0,35
"Redbridge","18:00:00","2019-10-04",24,0,0,1,0,25
"Bromley","07:00:00","2019-10-07",158,0,0,37,0,195
